,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales
9272,Family Party: Fitness Fun,Wii,2010,Sports,D3Publisher,0.14,0,0,0.01
9273,Densha De Go! 3 Tsuukinhen,PS2,2001,Simulation,Taito,0,0,0.06,0
9274,Discovery Kids: Parrot Pals,DS,2009,Simulation,505 Games,0.07,0,0,0
9275,Call of Duty: World at War,PC,2008,Shooter,Activision,0.02,0.13,0,0.03
9277,Dragon Ball Z: Budokai,GC,2003,Fighting,Atari,0.53,0.14,0,0.02
9278,I Love Horses,DS,2008,Simulation,GSP,0.21,0,0,0.01
9279,Let's Ride: Sunshine Stables,GBA,2005,Sports,DTP Entertainment,0.12,0.04,0,0
9280,NHL 11,X360,2010,Sports,Electronic Arts,0.61,0.07,0,0.05
9281,ESPN NBA 2Night 2002,XB,2002,Sports,Konami Digital Entertainment,0.01,0,0,0
9282,Milo's Astro Lanes,N64,1998,Sports,Interplay,0.08,0.02,0,0
9283,Sniper Elite,Wii,2010,Shooter,Reef Entertainment,0.08,0.03,0,0.01
9284,The Conveni: Ano Machi wo Dokusen Seyo,PS,1997,Simulation,Human Entertainment,0,0,0.3,0.02
9285,Royal Palace of White Sword and The City of Gentiles,XB,2005,Role-Playing,Take-Two Interactive,0.06,0.02,0,0
9286,"Blast Works: Build, Trade, Destroy",Wii,2008,Shooter,Eidos Interactive,0.09,0,0,0.01
9287,Furu Furu Park,Wii,2007,Misc,Taito,0.05,0,0,0
9288,Transformers: War for Cybertron -- Decepticons,DS,2010,Action,Activision,0.11,0.01,0,0.01
9289,Story Hour: Adventures,Wii,2008,Adventure,Zoo Digital Publishing,0.03,0,0,0
9290,Super Monkey Ball Adventure,PS2,2006,Platform,Sega,0.01,0.01,0,0
9292,Mobile Suit Gundam Seed Destiny: Rengou vs. Z.A.F.T. II Plus,PS2,2006,Shooter,Namco Bandai Games,0,0,0.49,0
9293,Harvest Moon 64,N64,1999,Simulation,Pack In Soft,0.25,0.06,0.11,0.06
9294,Monopoly Party,XB,2002,Misc,Infogrames,0.14,0.04,0,0.01
9295,Captain Morgane and the Golden Turtle,PC,2012,Adventure,Reef Entertainment,0,0.02,0,0
9296,Shinobido 2: Tales of the Ninja,PSV,2011,Action,Sony Computer Entertainment,0.06,0.05,0.02,0.03
9297,Flash Focus: Vision Training in Minutes a Day,DS,2007,Misc,Nintendo,0.87,1.57,1.05,0.35
9299,A Collection of Activision Classic Games for the Atari 2600,PS,1998,Misc,Activision,0.76,0.52,0,0.09
9300,Command & Conquer 3: Kane's Wrath,X360,2008,Strategy,Electronic Arts,0.16,0.06,0,0.02
9301,Herc's Adventures,PS,1997,Action,Virgin Interactive,0.02,0.01,0,0
9302,Crash Nitro Kart,GC,2003,Racing,Vivendi Games,0.2,0.05,0,0.01
9303,echochrome,PSP,2008,Puzzle,Sony Computer Entertainment,0,0.01,0.08,0
9304,Tom Clancy's Splinter Cell: Essentials,PSP,2006,Shooter,Ubisoft,0.17,0.01M,0,0.02
9305,Dynasty Warriors 5 Empires,PS2,2006,Action,Tecmo Koei,0.11,0.09,0.12,0.03
9306,ESPN National Hockey Night,PS2,2001,Sports,Konami Digital Entertainment,0.03,0.03,0,0.01
9307,Final Fantasy Fables: Chocobo's Dungeon,Wii,2007,Role-Playing,Square Enix,0.09,0,0.11,0.01
9308,Rumble Racing,PS2,2001,Racing,Electronic Arts,0.1,0.08,0,0.03
9309,Dokapon Kingdom,PS2,2007,Role-Playing,Sting,0.05,0.04,0.02,0.01
9310,The Sims 3: Seasons,PC,2012,Simulation,Electronic Arts,0,0.13,0,0.03
9311,WWE SmackDown vs. Raw 2010,X360,2009,Fighting,THQ,0.56,0.38,0.01,0.11
9312,UFC: Tapout 2,XB,2003,Fighting,Capcom,0.08,0.02,0,0
9313,Phantasy Star Online 2: Episode 3 Deluxe Package,PSV,2015,Action,Sega,0,0,0.03,0
9314,Adventure Time: The Secret of the Nameless,X360,2014,Adventure,Little Orbit,0.01,0,0,0
9315,RollerCoaster Tycoon,XB,2003,Strategy,Atari,0.1,0.03,0,0
9316,Dragon Age: Inquisition,PS3,2014,Role-Playing,Electronic Arts,0.26,0.23,0.05,0.1
9317,Final Fantasy XIV: A Realm Reborn,PS4,2014,Role-Playing,Square Enix,0.32,0.22,0.08,0.1
9318,Hasbro Family Game Night 3,PS3,2010,Misc,Electronic Arts,0.18,0.04,0,0.03
9319,Grease Dance,X360,2011,Misc,505 Games,0.11,0.03,0,0.01
9320,Summer Athletics: The Ultimate Challenge (US sales),Wii,2008,Sports,DTP Entertainment,0.23,0.04,0,0
9321,MLB 2005,PS2,2004,Sports,Sony Computer Entertainment,0.44,0.35,0,0.12
9322,15 Days,PC,2009,Adventure,DTP Entertainment,0,0.01,0,0
9323,Pandemonium!,PS,1996,Platform,BMG Interactive Entertainment,0.12,0.08,0,0.01
9324,Michael Phelps: Push the Limit,X360,2011,Sports,505 Games,0.09,0.01,0,0.01
9325,Nobunaga no Yabou: Tendou,PS3,2010,Strategy,Tecmo Koei,0,0,0.13,0
9327,11eyes: CrossOver,PSP,2010,Adventure,5pb,0,0,0.02,0
9328,WireWay,DS,2009,Adventure,Konami Digital Entertainment,0.1,0,0,0.01
9329,Tales of Symphonia: Dawn of the New World,Wii,2008,Role-Playing,Namco Bandai Games,0.22,0.05,0.24,0.03
9330,Attack on Titan: Humanity in Chains,3DS,2013,Action,Screenlife,0,0,0.41,0
9331,Pro Evolution Soccer 2013,X360,2012,Sports,Konami Digital Entertainment,0.08,0.2,0,0.03
9332,Langrisser IV,SAT,1997,Strategy,NCS,0,0,0.11,0
9333,Mass Effect 3,PS3,2012,Role-Playing,Electronic Arts,0.63,0.59,0.03,0.21
9334,WWE All Stars,Wii,2011,Fighting,THQ,0.11,0.07,0,0.02
9335,Still Life 2,PC,2009,Adventure,Rondomedia,0,0.01,0,0
9336,Dragon's Crown,PS3,2013,Role-Playing,Nippon Ichi Software,0.25,0.07,0.17,0.05
9337,Supreme Commander 2,X360,2010,Strategy,Square Enix,0.23,0.1,0,0.03
9338,Rugrats: Scavenger Hunt,N64,1999,Misc,THQ,0.41,0.09,0,0.01
9339,The Lord of the Rings: The Two Towers,XB,2002,Action,Electronic Arts,0.45,0.24,0,0.03
9340,World Series of Poker 2008: Battle for the Bracelets,PS2,2007,Misc,Activision,0.11,0.09,0,0.03
9341,King's Field (Japan),PS,1994,Role-Playing,From Software,0,0,0.08,0.01
9342,Lost Planet 2,PC,2010,Shooter,Capcom,0,0.02,0,0.01
9343,Great Battle Full Blast,PSP,2012,Action,Namco Bandai Games,0,0,0.04,0
9344,Bleach: Hanatareshi Yabou,PS2,2006,Role-Playing,Sony Computer Entertainment,0,0,0.07,0
9345,Major League Baseball 2K7,PS2,2007,Sports,Spike,0.29,0.23,0,0.08
9346,Crash Tag Team Racing,XB,2005,Racing,Vivendi Games,0.09,0.03,0,0
9347,Medal of Honor: Airborne,PS3,2007,Shooter,Electronic Arts,0.25,0.7,0.03,0.25
9348,Daytona USA,SAT,1994,Racing,Sega,0,0,0.55,0
9349,NFL Tour,X360,2008,Sports,Electronic Arts,0.09,0,0,0.01
9350,Derby Stallion P,PSP,2006,Sports,Enterbrain,0,0,0.1,0
9351,The Warriors,XB,2005,Action,Take-Two Interactive,0.21,0.06,0,0.01
9352,Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005,GBA,2005,Misc,Konami Digital Entertainment,0.3,0.11,0,0.01
9353,Brothers in Arms: Hell's Highway,PC,2008,Shooter,Ubisoft,0,0.02,0,0
9354,Valkyrie Profile: Covenant of the Plume,DS,2008,Role-Playing,Square Enix,0.23,0.02,0.16,0.02
9355,Yoru no Nai Kuni,PS3,2015,Role-Playing,Tecmo Koei,0,0,0.05,0
9356,Hearts of Iron III,PC,2009,Strategy,Paradox Interactive,0.01,0.04,0,0.01
9357,Nicktoons: Attack of the Toybots,Wii,2007,Platform,THQ,0.4,0,0,0.03
9358,Drake & Josh: Talent Showdown,DS,2007,Adventure,THQ,0.03,0,0,0
9359,X-Men: The Official Game,DS,2006,Action,Activision,0.1,0,0,0.01
9360,Lord of Magna: Maiden Heaven,3DS,2014,Role-Playing,Marvelous Entertainment,0,0,0.06,0
9361,Crysis 2,PS3,2011,Action,Electronic Arts,0.45,0.57,0.06,0.21
9362,Shiratsuyu no Kai,PSP,2013,Adventure,Idea Factory,0,0,0.02,0
9363,Wakeboarding Unleashed Featuring Shaun Murray,XB,2003,Sports,Activision,0.04,0.01,0,0
9364,Sonic & SEGA All-Stars Racing with Banjo-Kazooie,X360,2010,Racing,Sega,0.37,0.35,0,0.07
9365,Battle of Giants: Dinosaurs,DS,2008,Strategy,Ubisoft,0.38,0.37,0,0.09
9366,Toki no Kizuna: Sekigahara Kitan,PSP,2012,Action,Idea Factory,0,0,0.04,0
9367,Lollipop Chainsaw,PS3,2012,Action,Warner Bros. Interactive Entertainment,0.26,0.21,0.11,0.09
9368,Zettai Onkan Otoda Master,DS,2007,Role-Playing,Hudson Soft,0,0,0.07,0
9369,SimCity 4: Deluxe Edition,PC,2003,Simulation,Electronic Arts,0,0.06,0,0.01
9370,Colony Wars III: Red Sun,PS,2000,Simulation,Psygnosis,0.07,0.05,0,0.01
9371,True Crime: Streets of LA,GC,2003,Action,Activision,0.44,0.11,0,0.02
9372,Tales of Graces f,PS3,2010,Role-Playing,Namco Bandai Games,0.28,0.21,0.45,0.08
9373,Ninja Gaiden 3,X360,2012,Action,Tecmo Koei,0.16,0.05,0.03,0.02
9374,Dead Rising 2,X360,2010,Action,Capcom,0.75,0.53,0.09,0.12
9375,Puppies 3D,3DS,2011,Misc,Ubisoft,0.08,0.04,0,0.01
9376,SCORE International Baja 1000: The Official Game,X360,2008,Racing,Activision,0.11,0.01,0,0.01
9377,True Crime: New York City,PS2,2005,Action,Activision,0.57,0.02,0.07,0.09
9378,Just Dance 2015,XOne,2014,Misc,Ubisoft,0.35,0.13,0,0.05
9379,Who Wants to be a Millionaire: 2nd Edition,Wii,2008,Misc,Ubisoft,0,0.03,0,0
9380,MX SuperFly featuring Ricky Carmichael,GC,2002,Racing,THQ,0.07,0.02,0,0
9381,Jump Ultimate Stars,DS,2006,Fighting,Nintendo,0,0,0.74,0
9382,The Sims: Medieval,PC,2011,Simulation,Electronic Arts,0.27,0.32,0,0.1
9383,LEGO Battles,DS,2009,Strategy,Warner Bros. Interactive Entertainment,0.81,0.38,0,0.12
9384,MLB 09: The Show,PS3,2009,Sports,Sony Computer Entertainment,0.66,0,0,0.05
9385,A Collection of Classic Games from the Intellivision,PS,1999,Misc,Activision,0.17,0.12,0,0.02
9386,Barnyard,Wii,2006,Action,THQ,0.04,0,0,0
9387,Assassin's Creed: Rogue,X360,2014,Action,Ubisoft,0.58,0.38,0,0.09
9388,Shaun White Skateboarding,PS3,2010,Sports,Ubisoft,0.11,0.05,0,0.03
9389,DeathSmiles,X360,2009,Shooter,Rising Star Games,0.15,0.06,0.05,0.02
9390,The Saboteur,X360,2009,Action,Electronic Arts,0.26,0.21,0,0.05
9391,MySims Agents,Wii,2009,Adventure,Electronic Arts,0.62,0.32,0,0.1
9392,Nintendo World Cup,NES,1990,Sports,Nintendo,0.28,0.5,0.65,0.05
9393,Metal Gear Solid: The Legacy Collection,PS3,2013,Adventure,Konami Digital Entertainment,0.31,0.01,0.03,0.05
9394,Resident Evil 5,PS3,2009,Action,Capcom,1.96,1.43,1.08,0.65
9395,Agatha Christie: And Then There Were None,Wii,2008,Adventure,The Adventure Company,0.06,0.01,0,0.01
9396,Ms. Pac-Man: Maze Madness,N64,2000,Puzzle,Namco Bandai Games,0.18,0.04,0,0
9397,Skylanders: Trap Team,X360,2014,Action,Activision,0.54,0.31,0,0.08
9398,Madden NFL 15,X360,2014,Sports,Electronic Arts,1.76,0.09,0,0.17
9399,Odin Sphere: Leifthrasir,PS4,2016,Role-Playing,Nippon Ichi Software,0.06,30K,0.07,0.02
9400,Buffy the Vampire Slayer: Chaos Bleeds,GC,2003,Action,Vivendi Games,0.02,0.01,0,0M
9401,Dead Island Definitive Collection,PS4,2016,Action,Deep Silver,0.02,0.07,0.01,0.02
9402,Quantum Theory,PS3,2010,Shooter,Tecmo Koei,0.05,0.09,0.02,0.03
9403,Thunder Force VI,PS2,2008,Shooter,Sega,0,0,0.02,0
9404,Monster Rancher Advance 2,GBA,2002,Simulation,Tecmo Koei,0.01,0,0,0
9405,Disney's Hide & Sneak,GC,2003,Action,Capcom,0.03,0.01,0,0
9406,Star Wars: Jedi Power Battles,GBA,2002,Action,THQ,0.1,0.04,0,0
9407,Gunvalkyrie,XB,2002,Shooter,Infogrames,0.13,0.04,0,0.01
9408,Cabela's Dangerous Hunts 2011,X360,2010,Sports,Activision,0.28,0.01,0,0.02
9409,MotoGP 08,PS3,2008,Racing,Capcom,0.07,0.24,0,0.08
9410,Borderlands: The Handsome Collection,XOne,2015,Shooter,Take-Two Interactive,0.24,0.13,0,0.04
9411,Slime MoriMori Dragon Quest 3: Taikaizoku to Shippo Dan,3DS,2011,Role-Playing,Square Enix,0,0,0.13,0
9412,Hard Rock Casino,PSP,2007,Misc,Oxygen Interactive,0.12,0,0,0.01
9413,G1 Jockey 4 2007,PS2,2007,Sports,Tecmo Koei,0,0,0.01,0
9414,NCAA GameBreaker 2004,PS2,2003,Sports,Sony Computer Entertainment,0.11,0.09,0,0.03
9415,Contact,DS,2006,Role-Playing,Rising Star Games,0.07,0,0.03,0.01
9416,Pokemon Gold/Pokemon Silver,GB,1999,Role-Playing,Nintendo,9,6.18,7.2,0.71
9417,Megamind: Ultimate Showdown,PS3,2010,Action,THQ,0.07,0.06,0,0.02
9418,Shin Megami Tensei: Strange Journey,DS,2009,Role-Playing,Atlus,0.14,0,0.14,0.01
9419,ef - a fairy tale of the two.,PS2,2010,Adventure,Comfort,0,0,0.01,0
9420,Frankenstein's Monster,2600,1982,Action,Data Age,0.3,0.02,0,0
9421,World Stadium 5,PS,2001,Sports,Namco Bandai Games,0,0,0.09,0.01
9422,Band Hero,Wii,2009,Misc,Activision,0.6,0.3,0,0.09
9423,Tony Hawk's American Sk8land,DS,2005,Sports,Activision,0.19,0.01,0,0.02
9424,Power Gig: Rise of the SixString,X360,2010,Misc,Unknown,0.11,0,0,0.01
9425,Casper: Friends Around the World,PS,2000,Action,TDK Core,0.1,0.07,0,0.01
9426,Shaun White Skateboarding,X360,2010,Sports,Ubisoft,0.1,0.05,0,0.01
9427,NBA Hoopz,PS2,2001,Sports,Midway Games,0.09,0.07,0,0.02
9428,The Technomancer,PS4,2016,Role-Playing,Focus Home Interactive,0.01,0.03,0,0.01
9429,Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS3,2016,Action,Activision,0.01,0.03,0,0.01
9430,Hot Shots Golf 3,PS2,2001,Sports,Sony Computer Entertainment,0.99,0.32,1.38,0.2
9431,Singstar: Ultimate Party,PS4,2014,Misc,Sony Computer Entertainment Europe,0,0.16,0,0.03
9432,Pocket Dogs,GBA,2004,Misc,Agatsuma Entertainment,0.06,0.02,0,0
9433,Borderlands 2,PSV,2014,Shooter,Take-Two Interactive,0.43,0.21,0.01,0.19
9434,FIFA Soccer 2003 (weekly jp sales),PS2,2002,Sports,Electronic Arts,0,0,0.04,0
9435,SoulCalibur V,X360,2012,Fighting,Namco Bandai Games,0.39,0.14,0.02,0.04
9436,San-X Character Channel: All-Star Daishuugou!,DS,2008,Action,MTO,0,0,0.01,0
9437,Rakushou! Pachi-Slot Sengen 6: Rio 2 Cruising Vanadis,PS2,2009,Misc,Tecmo Koei,0K,0,0.01,0
9438,Hexen,N64,1996,Shooter,GT Interactive,0.15,0.04,0,0
9439,Looney Tunes: Duck Amuck,DS,2007,Action,Warner Bros. Interactive Entertainment,0.28,0,0,0.02
9440,Legendary,X360,2008,Shooter,Atari,0.08,0.15,0,0.03
9441,Resident Evil,SAT,1997,Action,Capcom,0,0,0.17,0
9442,Riding Stables: The Whitakers present Milton and Friends,3DS,2011,Sports,DTP Entertainment,0,0.04,0,0
9443,Gundam Breaker,PSV,2013,Action,Namco Bandai Games,0,0,0.09,0
9444,ESPN NHL Hockey,XB,2003,Sports,Sega,0.08,0.02,0,0
9445,One Piece: Pirate Warriors 3,PSV,2015,Action,Namco Bandai Games,0,0.07,0.13,0.02
9446,Batman: Arkham Origins Blackgate,PSV,2013,Action,Warner Bros. Interactive Entertainment,0.2,0.2,0,0.13
9447,Skylanders SWAP Force,3DS,2013,Platform,Activision,0.1,0.12,0,0.02
9448,Metal Slug Advance,GBA,2004,Shooter,Ignition Entertainment,0.06,0.02,0,0
9449,Mahjong Cub3D,3DS,2011,Puzzle,Sunsoft,0.07,0,0.02,0
9450,Bangai-O Spirits,DS,2008,Shooter,D3Publisher,0.07,0,0,0.01
9451,High School Musical: Makin' the Cut!,DS,2007,Puzzle,Disney Interactive Studios,1.06,0.91,0,0.23
9452,Battlefield 3,PS3,2011,Shooter,Electronic Arts,2.85,2.93,0.35,1.1
9453,The LEGO Movie Videogame,XOne,2014,Action,Warner Bros. Interactive Entertainment,0.34,0.13,0,0.04
9454,DS Bungaku Zenshuu,DS,2007,Misc,Nintendo,0,0,0.26,0
9455,NHL 08,PS3,2007,Action,Electronic Arts,0.16,0.06,0,0.03
9456,You Don't Know Jack: Mock 2,PS,2000,Misc,Vivendi Games,60K,0.04,0,0.01
9457,Hot Wheels: Stunt Track Challenge / World Race,GBA,2006,Racing,"Destination Software, Inc",0.01,0,0,0
9458,Constantine,PS2,2005,Action,SCi,0.05,0.04,0,0.01
9459,Buck Fever,Wii,2009,Sports,Destineer,0.13,0,0,0.01
9460,Scribblenauts Unmasked: A DC Comics Adventure,3DS,2013,Puzzle,Warner Bros. Interactive Entertainment,0.09,0,0,0.01
9461,My Body Coach,Wii,2009,Sports,Big Ben Interactive,0,0.04,0,0.01
9462,Sakura Sakura: Haru Urara,PSP,2010,Adventure,GN Software,0,0,0.01,0
9463,Guilty Gear Xrd: Sign,PS4,2014,Fighting,Arc System Works,0.1,0,0.04,0.02
9464,Densha De Go!,PS,1997,Simulation,Taito,0,0,1020K,0.07
9465,007: Quantum of Solace,DS,2008,Action,Activision,0.11,0.01,0,0.01
9466,Donkey Kong Jungle Beat,GC,2004,Platform,Nintendo,0.84,0.22,0.24,0.04
9467,Kill.Switch,GBA,2004,Shooter,Zoo Digital Publishing,0.02,0.01,0,0
9468,San Goku Shi DS 3,DS,2010,Strategy,Tecmo Koei,0,0,0.04,0
9469,The Idolmaster: Gravure For You! Vol. 4,PS3,2012,Misc,Namco Bandai Games,0,0,0.03,0
9470,Power Pro Kun Pocket 1+2,GBA,2004,Sports,Konami Digital Entertainment,0,0,0.14,0
9471,Rayman 3: Hoodlum Havoc,PC,2003,Platform,Ubisoft,0,0.03,0,0.01
9472,Darksiders II,XOne,2015,Action,Nordic Games,0.03,0.02,0,0.01M
9473,F1 2011,3DS,2011,Racing,Codemasters,0.07,0.08,0,0.02
9474,Mortal Kombat: Shaolin Monks,PS2,2005,Action,Midway Games,0.58,0.02,0,0.09
9475,Warriors Orochi,PSP,2008,Action,Tecmo Koei,0.02,0,0.18,0
9476,Piglet's Big Game,PS2,2003,Platform,Gotham Games,0.05,0.04,0,0.01
9477,Real Crimes: The Unicorn Killer,DS,2011,Puzzle,Unknown,0,0.01,0,0
9478,Motion Explosion!,X360,2011,Misc,505 Games,0.05,0.01,0,0
9479,Gakusen Toshi Asterisk Festa: Houka Kenran,PSV,2016,Fighting,Namco Bandai Games,0,0,0.03,0
9480,The Suite Life of Zack & Cody: Circle of Spies,DS,2007,Action,Disney Interactive Studios,0.17,0.09,0,0.03
9481,Konjiki no Gashbell!! Makai no Bookmark,GBA,2004,Adventure,Banpresto,0,0,0.25,0.01
9482,ESPN Great Outdoor Games Bass 2002,GBA,2001,Sports,Konami Digital Entertainment,0.03,0.01,0,0
9483,Reversal Challenge,DS,2009,Misc,Tommo,0.02,0,0,0
9484,Godai: Elemental Force,PS2,2002,Action,3DO,0.04,0.03,0,0.01
9485,Resident Evil Outbreak File #2,PS2,2004,Action,Capcom,0.19,0.15,0.17,0.05
9486,Gran Turismo Concept 2001 Tokyo,PS2,2001,Racing,Unknown,0,1.1,0.42,0.33
9487,Crimson Sea 2,PS2,2004,Action,Tecmo Koei,0.03,0.03,0,0.01
9489,ESPN International Winter Sports 2002,PS2,2002,Sports,Konami Digital Entertainment,0.03,0.02,0,0.01
9490,Lode Runner 3-D,N64,1998,Action,Infogrames,0.08,0.02,0,0
9491,Super Mario Land,GB,1989,Platform,Nintendo,10.83,2.71,4.18,0.42
9492,Galleon: Islands of Mystery,XB,2004,Action,SCi,0.02,0.01,0,0
9493,Yu-Gi-Oh! The Eternal Duelist Soul (JP sales),GBA,2001,Misc,Konami Digital Entertainment,0,0,0.4,0.01
9494,Princess Maker: Yumemiru Yosei,PS,1997,Strategy,Sony Computer Entertainment,0,0,0.18,0.01
9495,Halo 2,XB,2004,Shooter,Microsoft Game Studios,6.82,1.53,0.05,0.08
9496,Kamen Rider Kabuto,PS2,2006,Action,Namco Bandai Games,0,0,0.06,0
9497,Cabela's Outdoor Adventures (2006),PS2,2005,Sports,Zoo Digital Publishing,0.17,140K,0,0.05
9498,50 Classic Games,3DS,2012,Misc,Avanquest Software,0,0.02,0,0
9499,Rogue Trooper: Quartz Zone Massacre,Wii,2009,Shooter,Reef Entertainment,0.07,0,0,0.01
9500,Classic NES Series: Excitebike,GBA,2004,Racing,Nintendo,0.11,0.04,0.1,0.01
9501,Ide Yosuke no Mahjong Kazoku,PS,1995,Misc,Seta Corporation,0,0,0.04,0
9502,Summoner: A Goddess Reborn,GC,2003,Role-Playing,THQ,0.04,0.01,0,0
9503,Space Channel 5 Special Edition,PS2,2003,Misc,Agetec,0.04,0.03,0,0.01
9504,Madden NFL 13,PSV,2012,Sports,Electronic Arts,0.3,0,0,0.03
9505,Star Wars: The Force Unleashed,DS,2008,Action,LucasArts,0.51,0.29,0,0.09
9506,Assassin's Creed: Unity,PS4,2014,Action,Ubisoft,1.18,1.96,0.08,0.7
9507,Spider-Man 3,PC,2007,Platform,Activision,0.02,0,0,0
9508,English Training: Have Fun Improving Your Skills!,DS,2006,Misc,Nintendo,0,0.99,2.32,0.02
9509,Bust-A-Bloc,PS2,2002,Puzzle,Midas Interactive Entertainment,0,0,0.05,0
9510,Super Robot Taisen OG Infinite Battle,PS3,2013,Fighting,Namco Bandai Games,0,0,0.04,0
9511,FIFA Soccer 11,DS,2010,Sports,Electronic Arts,0.13,0.5,0,0.09
9512,Agatha Christie: Death on the Nile,PC,2008,Adventure,Big Fish Games,0,0.01,0K,0
9513,Wing Island,Wii,2006,Simulation,Konami Digital Entertainment,0.03,0.01,0.01,0
9514,The Incredible Hulk: Ultimate Destruction,GC,2005,Action,Vivendi Games,0.11,0.03,0,0
9515,Outlaw Volleyball,XB,2003,Sports,TDK Mediactive,0.19,0.06,0,0.01
9516,A-Train,PS,1995,Simulation,Sony Computer Entertainment,0.02,0.01M,0.04,0.01
9517,Call of Juarez,X360,2007,Shooter,Ubisoft,0.14,0.02,0,0.01
9518,Mario Tennis: Power Tour,GBA,2005,Sports,Nintendo,0.24,0.09,0.19,0.01
9519,Mount & Blade: Warband,PC,2010,Role-Playing,Paradox Interactive,0.01,0.01,0,0
9520,Bloody Roar Extreme,XB,2003,Fighting,Hudson Soft,0.03,0.01,0,0
9521,Harvest Moon: The Tale of Two Towns,DS,2010,Simulation,Natsume,0.27,0.06,0.22,0.03
9522,Romance of the Three Kingdoms (3DS),3DS,2013,Strategy,Tecmo Koei,0,0,0.03,0
9523,Marvel Super Hero Squad,DS,2009,Fighting,THQ,0.37,0.02,0,0.03
9524,Puppy Luv: Spa and Resort,DS,2007,Simulation,Activision,0.4,0,0,0.03
9525,Harry Potter and the Prisoner of Azkaban,PS2,2004,Action,Electronic Arts,0.5,0.39,0,0.13
9526,Dragon Ball: XenoVerse,XOne,2015,Fighting,Namco Bandai Games,0.18,0.11,0,0.03
9527,Pokemon Puzzle League,N64,2000,Puzzle,Nintendo,0.36,0.08,0,0.01
9528,L'Aigle de Guerre,GBA,2001,Strategy,Nintendo,0,0,0.1,0
9529,Malice,PS2,2004,Platform,Evolved Games,0.01,0.01,0,0
9530,Battle Engine Aquila,PS2,2003,Shooter,Atari,0.02,0.01,0,0
9531,Yattaman DS: BikkuriDokkiri Daisakusen da Koron,DS,2008,Action,Takara Tomy,0,0,0.12,0
9532,Petz Monkeyz House,DS,2008,Simulation,Ubisoft,0.2,0,0,0.02
9533,Gintama DS: Yorozuya Daisoudou,DS,2006,Action,Namco Bandai Games,0,0,0.07,0
9534,Jikandia: The Timeless Land,PSP,2010,Role-Playing,Idea Factory,0.03,0,0,0
9535,Mega Man Battle Network 5: Double Team DS (US sales),DS,2005,Role-Playing,Nintendo,0.07,0,0,0
9536,Bastard!! Utsuro Naru Kamigami no Utsuwa,PS,1996,Role-Playing,Seta Corporation,0,0,0.2,0.01
9537,MXGP 2,XOne,2016,Racing,Milestone S.r.l.,0.02,0.02,0,0
9538,Imagine: Movie Star,DS,2008,Simulation,Ubisoft,0.31,0,0,0.02
9539,RalliSport Challenge(JP sales),XB,2002,Racing,Microsoft Game Studios,0,0,0.01,0
9540,Pictionary: Ultimate Edition,PS3,2011,Misc,THQ,0.15,0.06,0M,0.03
9541,SimCity,PC,1988,Simulation,Maxis,0,0.02,0,0.01
9542,Serious Sam,XB,2002,Shooter,Take-Two Interactive,0.11,0.03,0,0.01
9543,WarTech: Senko no Ronde,X360,2006,Fighting,Ubisoft,0.04,0,0,0
9544,Brain Voyage,DS,2008,Puzzle,Eidos Interactive,0.06,0.02,0,0.01
9545,TOCA Race Driver 2: Ultimate Racing Simulator,PSP,2005,Racing,Codemasters,0,0.25,0,0
9546,NHL Hitz Pro,PS2,2003,Sports,Midway Games,0.09,0.07,0,0.02
9547,Gladius,GC,2003,Strategy,Activision,0.06,0.01,0,0
9548,Reader Rabbit 1st Grade,Wii,2010,Misc,Graffiti,0.07M,0,0,0
9549,Dance Dance Revolution Extra Mix,PS,2001,Simulation,Konami Digital Entertainment,0,0,0.02,0
9550,NBA Live 2002,XB,2001,Sports,Electronic Arts,0.35,0.03,0,0.02
9551,RockMan & Forte,SNES,1998,Platform,Capcom,0,0,0.14,0
9552,River Raid II,2600,1988,Shooter,Activision,0.47,0.03,0,0.01
9553,Need for Speed: Hot Pursuit 2,XB,2002,Racing,Electronic Arts,0.68,0.11,0,0.03
9554,Myst,PC,1994,Adventure,Red Orb,0.02,2.79,0,0
9555,Picross DS,DS,2007,Puzzle,Nintendo,0.17,0.02,0.3,0.02
9556,Darksiders II,WiiU,2012,Action,THQ,0.07,0.07,0,0.01
9557,Crayola: Treasure Adventures,DS,2007,Puzzle,Ignition Entertainment,0.43,0.01,0,0.03
9558,James Bond 007: Nightfire,GBA,2003,Shooter,Electronic Arts,0.1,0.04,0,0
9559,Peppa Pig: Theme Park Fun,DS,2011,Misc,P2 Games,0,0.28,0,0.04
9560,Alter Ego,PC,1985,Simulation,Activision,0,0.03,0,0.01
9561,WipeOut 3 The Game,3DS,2012,Action,Activision,0.18,0,0,0.01
9562,Black Sigil: Blade of the Exiled,DS,2009,Role-Playing,Graffiti,0.05,0,0,0
9563,Irozuki Tingle no Koi no Balloon Trip,DS,2009,Adventure,Nintendo,0M,0,0.11,0
9564,Star Wars: Clone Wars,XB,2003,Shooter,LucasArts,0.1,0.03,0,0
9565,The Incredible Hulk,PS2,2008,Action,Sega,0.32,0.01,0,0.05
9566,XI Coliseum,PSP,2006,Puzzle,Sony Computer Entertainment,0K,0,0.01,0
9567,SplashDown,XB,2002,Racing,Atari,0.09,0.02,0,0
