,Name,Platform,Year,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales
9750,Original Story from Fairy Tail: Gekitotsu! Kardia Daiseidou,DS,2011,Role-Playing,0.0,0.0,0.03,0.0
9751,Orphen: Scion of Sorcery,PS2,2000,Role-Playing,0.15,0.12,0.0,0.04
9752,Oshare Majo Love and Berry: DS Collection,DS,2006,Misc,0.0,0.0,1.01,0.0
9753,Oshiri Kajiri Mushi no Rhythm Lesson DS: Kawai Ongaku Kyoushitsu Kanshuu,DS,2008,Misc,0.0,0.0,0.02,0.0
9754,Osu! Tatakae! Ouendan,DS,2005,Misc,0.0,0.0,0.06,0.0
9755,Otogi 2: Immortal Warriors,XB,2003,Action,0.04,0.01,0.0,0.0
9756,Otogi: Myth of Demons,XB,2002,Action,0.08,0.02,0.03,0.0
9757,Otogirisou,SNES,1992,Adventure,0.0,0.0,0.16,0.0
9758,Otome wa Oanesama Boku ni Koi Shiteru Portable,PSP,2010,Adventure,0.0,0.0,0.02,0.0
9759,Otome wa Oanesama ni Koi Shiteru Portable: 2-Jin no Elder,PSP,2011,Adventure,0.0,0.0,0.03,0.0
9760,Otomedius Gorgeous,X360,2008,Shooter,0.0,0.0,0.03,0.0
9761,Otometeki Koi Kakumei * Love Revo,PS2,2006,Adventure,0.0,0.0,0.03,0.0
9762,Otometeki Koi Kakumei * Love Revo! Portable,PSP,2010,Adventure,0.0,0.0,0.02,0.0
9763,Otometeki Koi Kakumei * Love Revo!! DS,DS,2008,Adventure,0.0,0.0,0.02,0.0
9764,Otona no Renai Shousetsu: Harlequin Selection,DS,2010,Misc,0.0,0.0,0.02,0.0
9765,Ou to Maou to 7-nin no Himegimitachi: Shin Ousama Monogatari,PSV,2012,Action,0.0,0.0,0.04,0.0
9766,Ouchi Mainichi Tamagotchi,3DS,2012,Action,0.0,0.0,0.09,0.0
9767,Ouka Sengoku Portable,PSP,2012,Adventure,0.0,0.0,0.01,0.0
9768,Oumagatoki: Kaidan Romance,PSP,2012,Action,0.0,0.0,0.03,0.0
9769,Our House,DS,2009,Strategy,0.15,0.0,0.0,0.01
9770,Ouran Koukou Host Bu,PS2,2007,Adventure,0.0,0.0,0.02,0.0
9771,OutRun 2,XB,2004,Racing,0.11,0.03,0.0,0.01
9772,OutRun 2006: Coast 2 Coast,PS2,2006,Racing,0.02,0.01,0.01,0.0
9773,OutRun 2006: Coast 2 Coast,PSP,2006,Racing,0.03,0.01,0.0,0.01
9774,Outdoors Unleashed: Africa 3D,3DS,2011,Sports,0.01,0.0,0.0,0.0
9775,Outdoors Unleashed: Alaska 3D,3DS,2011,Sports,0.01,0.0,0.0,0.0
9776,Outlaw Golf,GC,2002,Sports,0.06,0.02,0.0,0.0
9777,Outlaw Golf,XB,2002,Sports,0.22,0.06,0.0,0.01
9778,Outlaw Golf 2,PS2,2004,Sports,0.17,0.14,0.0,0.05
9779,Outlaw Golf 2,XB,2004,Sports,0.15,0.04,0.0,0.01
9780,Outlaw Golf: Nine Holes of Christmas,XB,2002,Sports,0.08,0.02,0.0,0.0
9781,Outlaw Tennis,PS2,2005,Sports,0.04,0.03,0.0,0.01
9782,Outlaw Tennis,XB,2005,Sports,0.03,0.01,0.0,0.0
9783,Outlaw Volleyball,XB,2003,Sports,0.19,0.06,0.0,0.01
9784,Outlaw Volleyball Remixed,PS2,2004,Sports,0.02,0.01,0.0,0.0
9785,Over G Fighters,X360,2006,Simulation,0.19,0.01,0.0,0.02
9786,Over the Hedge,DS,2006,Platform,0.25,0.01,0.0,0.02
9787,Over the Hedge,GBA,2006,Platform,0.19,0.07,0.0,0.0
9788,Over the Hedge,GC,2006,Platform,0.27,0.07,0.0,0.01
9789,Over the Hedge,PS2,2006,Platform,0.45,0.02,0.0,0.07
9790,Over the Hedge,XB,2006,Platform,0.07,0.02,0.0,0.0
9791,Over the Hedge: Hammy Goes Nuts!,DS,2006,Platform,0.12,0.0,0.0,0.01
9792,Over the Hedge: Hammy Goes Nuts!,PSP,2006,Platform,0.05,0.0,0.0,0.0
9793,OverBlood,PS,1996,Action,0.05,0.04,0.21,0.02
9794,OverBlood 2,PS,1998,Action,0.0,0.0,0.06,0.0
9795,Overlord,PC,2007,Strategy,0.0,0.02,0.0,0.0
9796,Overlord,X360,2007,Strategy,0.34,0.03,0.01,0.03
9797,Overlord II,PC,2009,Action,0.0,0.03,0.0,0.01
9798,Overlord II,PS3,2009,Action,0.11,0.15,0.0,0.06
9799,Overlord II,X360,2009,Action,0.15,0.14,0.0,0.03
9800,Overlord: Dark Legend,Wii,2009,Action,0.12,0.22,0.0,0.04
9801,Overlord: Minions,DS,2009,Puzzle,0.07,0.0,0.0,0.01
9802,Overlord: Raising Hell,PS3,2008,Action,0.07,0.04,0.0,0.02
9803,Overwatch,PC,2016,Shooter,0.22,0.18,0.0,0.04
9804,Overwatch,PS4,2016,Shooter,0.64,0.68,0.14,0.26
9805,Overwatch,XOne,2016,Shooter,0.52,0.25,0.0,0.08
9806,Oyaku de Asoberu DS Ehon: Ukkari Penelope,DS,2008,Simulation,0.0,0.0,0.02,0.0
9807,Ozzy & Drix,GBA,2003,Platform,0.01,0.0,0.0,0.0
9808,P.N.03 - Product Number Three,GC,2003,Shooter,0.06,0.02,0.0,0.0
9809,P.T.O. IV: Pacific Theater of Operations,PS2,2002,Strategy,0.04,0.03,0.0,0.01
9810,PAC-MAN and the Ghostly Adventures,3DS,2013,Platform,0.05,0.04,0.0,0.01
9811,PAC-MAN and the Ghostly Adventures,PS3,2013,Platform,0.03,0.04,0.0,0.01
9812,PAC-MAN and the Ghostly Adventures,WiiU,2013,Platform,0.04,0.01,0.0,0.0
9813,PAC-MAN and the Ghostly Adventures,X360,2013,Platform,0.04,0.03,0.0,0.01
9814,PANGYA: Fantasy Golf,PSP,2009,Sports,0.09,0.0,0.04,0.01
9815,PBR: Out of the Chute,PS2,2008,Sports,0.1,0.08,0.0,0.03
9816,PBR: Out of the Chute,Wii,2008,Sports,0.12,0.0,0.0,0.01
9817,PC Engine Best Collection: Tengai Makyou Collection,PSP,2008,Role-Playing,0.0,0.0,0.02,0.0
9818,PC Engine Best Collention: Ginga Ojousama Densetsu Collection,PSP,2008,Adventure,0.0,0.0,0.01,0.0
9819,PD Ultraman Battle Collection 64,N64,1999,Strategy,0.0,0.0,0.04,0.0
9820,PDC World Championship Darts 2008,Wii,2008,Sports,0.02,0.21,0.0,0.01
9821,PDC World Championship Darts 2009,Wii,2009,Sports,0.0,0.02,0.0,0.0
9822,PDC World Championship Darts: Pro Tour,PS3,2010,Sports,0.0,0.09,0.0,0.03
9823,PDC World Championship Darts: Pro Tour,Wii,2010,Sports,0.0,0.1,0.0,0.01
9824,PDC World Championship Darts: Pro Tour,X360,2010,Sports,0.0,0.02,0.0,0.0
9825,PES 2009: Pro Evolution Soccer,PS2,2008,Sports,0.13,0.07,0.26,2.05
9826,PES 2009: Pro Evolution Soccer,PS3,2008,Sports,0.11,1.34,0.4,0.26
9827,PES 2009: Pro Evolution Soccer,Wii,2009,Sports,0.09,0.26,0.05,0.05
9828,PES 2009: Pro Evolution Soccer,X360,2008,Sports,0.13,0.76,0.03,0.09
9829,PGA European Tour,N64,2000,Sports,0.01,0.0,0.0,0.0
9830,PGA Tour 96,PS,1995,Sports,0.13,0.09,0.0,0.02
9831,PGA Tour 97,PS,1996,Sports,0.16,0.11,0.0,0.02
9832,PGR3 - Project Gotham Racing 3,X360,2005,Racing,0.49,0.03,0.03,0.05
9833,PGR4 - Project Gotham Racing 4,X360,2007,Racing,0.48,1.29,0.02,0.25
9834,PGR: Project Gotham Racing 2,XB,2003,Racing,0.97,0.59,0.04,0.07
9835,PO'ed,PS,1996,Shooter,0.02,0.01,0.0,0.0
9836,PQ: Practical Intelligence Quotient,PSP,2005,Puzzle,0.07,0.0,0.0,0.01
9837,PaRappa The Rapper,PS,1996,Misc,0.26,0.16,1.46,0.03
9838,PaRappa The Rapper,PSP,2006,Misc,0.1,0.0,0.02,0.01
9839,PaRappa The Rapper 2,PS2,2001,Misc,0.07,0.05,0.0,0.02
9840,Pac 'n Roll,DS,2005,Platform,0.09,0.0,0.02,0.01
9841,Pac-Man,2600,1982,Puzzle,7.28,0.45,0.0,0.08
9842,Pac-Man,NES,1984,Puzzle,0.27,0.08,0.85,0.02
9843,Pac-Man & Galaga Dimensions,3DS,2011,Misc,0.1,0.04,0.04,0.01
9844,Pac-Man All-Stars,PS3,2011,Fighting,0.2,0.08,0.04,0.04
9845,Pac-Man Collection,GBA,2001,Puzzle,2.07,0.77,0.05,0.05
9846,Pac-Man Fever,PS2,2001,Misc,0.25,0.2,0.0,0.07
9847,Pac-Man Party,Wii,2010,Misc,0.47,0.09,0.01,0.04
9848,Pac-Man Party 3D,3DS,2011,Misc,0.09,0.04,0.0,0.01
9849,Pac-Man Pinball Advance,GBA,2005,Misc,0.08,0.03,0.0,0.0
9850,Pac-Man Player's Choice Bundle,GC,2003,Misc,0.48,0.12,0.0,0.02
9851,Pac-Man World,PS,1998,Action,1.21,0.14,0.1,0.04
9852,Pac-Man World 2,GBA,2005,Action,0.08,0.03,0.0,0.0
9853,Pac-Man World 2,GC,2002,Action,0.28,0.07,0.0,0.01
9854,Pac-Man World 2,PS2,2002,Action,1.26,0.05,0.0,0.21
9855,Pac-Man World 2,XB,2002,Action,0.36,0.11,0.0,0.02
9856,Pac-Man World 3,DS,2005,Platform,0.16,0.0,0.0,0.01
9857,Pac-Man World 3,GC,2005,Platform,0.07,0.02,0.0,0.0
9858,Pac-Man World 3,PS2,2005,Platform,0.1,0.08,0.0,0.03
9859,Pac-Man World 3,PSP,2005,Platform,0.07,0.0,0.0,0.01
9860,Pac-Man World 3,XB,2005,Platform,0.11,0.04,0.0,0.01
9861,Pac-Man World Rally,GC,2006,Racing,0.06,0.02,0.0,0.0
9862,Pac-Man World Rally,PS2,2006,Racing,0.01,0.01,0.0,0.0
9863,Pac-Man World Rally,PSP,2006,Racing,0.04,0.0,0.0,0.0
9864,Pac-Man and the Ghostly Adventures 2,3DS,2014,Adventure,0.03,0.05,0.0,0.01
9865,Pac-Man and the Ghostly Adventures 2,PS3,2014,Adventure,0.05,0.04,0.0,0.02
9866,Pac-Man and the Ghostly Adventures 2,WiiU,2014,Adventure,0.05,0.02,0.0,0.01
9867,Pac-Man and the Ghostly Adventures 2,X360,2014,Adventure,0.05,0.05,0.0,0.01
9868,Pac-Man: Adventures in Time,PSP,2006,Fighting,0.76,1.1,0.12,0.65
9869,Pac-Pix,DS,2005,Puzzle,0.16,0.0,0.1,0.01
9870,Pachi-Slot Aruze Oukoku 2,PS,1999,Misc,0.0,0.0,0.5,0.04
9871,Pachi-Slot Aruze Oukoku 3,PS,2000,Misc,0.0,0.0,0.1,0.01
9872,Pachi-Slot Aruze Oukoku 4,PS,2000,Misc,0.0,0.0,0.49,0.03
9873,Pachi-Slot Higrashi no Naku Koro ni Matsuri,PS2,2010,Misc,0.0,0.0,0.02,0.0
9874,Pachi-Slot Kanzen Kouryaku 3: Universal Koushiki Gaido Volume 3,PS,1998,Misc,0.0,0.0,0.15,0.01
9875,"Pachi-Slot Teiou: Golgo 13 Las Vegas (JP sales, but wrong system)",PS2,2002,Misc,0.0,0.0,0.01,0.0
9876,PachiPara 13: Super Umi no Pachi-Pro Fuuunroku,PS2,2006,Misc,0.0,0.0,0.06,0.0
9877,PachiPara 14: Fuu to Kumo to Super Umi in Okinawa,PS2,2007,Misc,0.0,0.0,0.05,0.0
9878,PachiPara 15: Super Umi Monogatari in Okinawa 2,PS3,2010,Misc,0.0,0.0,0.02,0.0
9879,PachiPara 3D,3DS,2011,Misc,0.0,0.0,0.02,0.0
9880,PachiPara 3D: Ooumi Monogatari 2 - Pachi Pro Fuuunroku Hana,3DS,2012,Action,0.0,0.0,0.02,0.0
9881,Pachinko Kamen Rider: Shocker Zenmetsu Daisakusen,PS2,2008,Misc,0.0,0.0,0.03,0.0
9882,Pachinko Kaou: Misora Hibari,PS2,2007,Misc,0.0,0.0,0.02,0.0
9883,Pachinko Wars II,SNES,1993,Misc,0.0,0.0,0.05,0.0
9884,Pachitte Chonmage Tatsujin 10: Pachinko Fuyu no Sonata,PS2,2007,Misc,0.0,0.0,0.09,0.0
9885,Pachitte Chonmage Tatsujin 12: Pachinko Ultraman,PS2,2007,Misc,0.0,0.0,0.03,0.0
9886,Pachitte Chonmage Tatsujin 13: Pachinko Hissatsu Shigotojin III,PS2,2007,Misc,0.0,0.0,0.08,0.0
9887,Pachitte Chonmage Tatsujin 15: Pachinko Fuyu no Sonata 2,PS2,2008,Misc,0.0,0.0,0.05,0.0
9888,Pachitte Chonmage Tatsujin 16: Pachinko Hissatsu Shigotojin III,PS2,2010,Misc,0.0,0.0,0.01,0.0
9889,Pacific Liberator,Wii,2009,Action,0.03,0.0,0.0,0.0
9890,Paddington: Adventures in London,3DS,2015,Puzzle,0.0,0.04,0.0,0.0
9891,Painkiller,PC,2004,Shooter,0.0,0.02,0.0,0.0
9892,Painkiller: Hell & Damnation,PS3,2013,Shooter,0.02,0.02,0.0,0.01
9893,Painkiller: Hell & Damnation,X360,2013,Shooter,0.0,0.01,0.0,0.0
9894,Painkiller: Hell Wars,XB,2006,Shooter,0.03,0.01,0.0,0.0
9895,Pajama Sam: Don't Fear The Dark,Wii,2008,Adventure,0.09,0.0,0.0,0.01
9896,Pajama Sam: You are What You Eat From Your Head to Your Feet,PS,2001,Adventure,0.02,0.01,0.0,0.0
9897,Palais de Reine,PS2,2007,Strategy,0.0,0.0,0.01,0.0
9898,Pandemonium 2,PS,1997,Platform,0.04,0.02,0.0,0.0
9899,Pandemonium!,PS,1996,Platform,0.12,0.08,0.0,0.01
9900,Pandora's Tower,Wii,2011,Role-Playing,0.13,0.1,0.08,0.03
9901,Panzer Dragoon,SAT,1995,Shooter,0.0,0.0,0.37,0.0
9902,Panzer Dragoon II Zwei,SAT,1995,Shooter,0.0,0.0,0.31,0.0
9903,Panzer Dragoon Orta,XB,2002,Shooter,0.16,0.05,0.04,0.01
9904,Panzer Dragoon Saga,SAT,1997,Role-Playing,0.0,0.0,0.11,0.0
9905,Panzer General,PS,1995,Strategy,0.14,0.09,0.0,0.02
9906,Panzer Tactics,DS,2007,Strategy,0.06,0.0,0.0,0.0
9907,Paper Mario,N64,2000,Role-Playing,0.58,0.18,0.59,0.02
9908,Paper Mario: Sticker Star,3DS,2012,Role-Playing,1.12,0.39,0.64,0.12
9909,Paper Mario: The Thousand-Year Door,GC,2004,Role-Playing,1.48,0.25,0.46,0.06
9910,Paperboy,N64,1999,Action,0.19,0.05,0.0,0.0
9911,Paperboy / Rampage,GBA,2005,Misc,0.1,0.04,0.0,0.0
9912,ParaParaParadise,PS2,2001,Misc,0.0,0.0,0.03,0.0
9913,ParaWorld,PC,2006,Strategy,0.0,0.02,0.0,0.0
9914,Paragon,PS4,2016,Action,0.01,0.0,0.0,0.0
9915,Paranormal Pursuit: The Gifted One,PC,2015,Action,0.0,0.01,0.0,0.0
9916,Parasite Eve,PS,1998,Role-Playing,0.94,0.07,1.05,0.04
9917,Parasite Eve II,PS,1999,Role-Playing,0.32,0.22,0.0,0.04
9918,Parfait,PSV,2015,Adventure,0.0,0.0,0.03,0.0
9919,Parfait: Chocolat Second Style,PS2,2006,Adventure,0.59,0.46,0.01,0.15
9920,Pariah,XB,2005,Action,0.08,0.02,0.0,0.0
9921,Paris-Dakar Rally,PS2,2001,Racing,0.08,0.06,0.0,0.02
9922,Parlor! Mini 2,SNES,1996,Misc,0.0,0.0,0.07,0.0
9923,Parlor! Mini 4,SNES,1996,Misc,0.0,0.0,0.19,0.0
9924,Parodius,PS,1994,Shooter,0.0,0.0,0.31,0.02
9925,Parodius,SAT,1995,Shooter,0.0,0.0,0.16,0.0
9926,Party Pigs: Farmyard Games,Wii,2009,Misc,0.07,0.0,0.0,0.0
9927,Pass the Pigs,DS,2008,Misc,0.2,0.0,0.0,0.02
9928,Pastel Chime Continue,PSP,2010,Adventure,0.0,0.0,0.02,0.0
9929,Patapon,PSP,2007,Misc,0.33,0.25,0.07,0.17
9930,Patapon 2,PSP,2008,Misc,0.0,0.03,0.06,0.01
9931,Patapon 3,PSP,2011,Misc,0.05,0.04,0.17,0.02
9932,Patrician IV,PC,2010,Strategy,0.03,0.0,0.0,0.0
9933,Patrician IV: Gold Edition,PC,2011,Misc,0.0,0.01,0.0,0.0
9934,Pawly Pets: My Vet Practice,DS,2007,Strategy,0.0,0.06,0.0,0.01
9935,Paws & Claws Pet Vet: Australian Adventures,DS,2009,Simulation,0.1,0.0,0.0,0.01
9936,Paws & Claws: Dogs & Cats Best Friends,DS,2007,Simulation,0.46,0.01,0.0,0.04
9937,Paws & Claws: Marine Rescue,DS,2011,Simulation,0.06,0.0,0.0,0.0
9938,Paws & Claws: Pampered Pets,DS,2009,Simulation,0.35,0.0,0.0,0.03
9939,Paws & Claws: Pampered Pets 2,DS,2011,Simulation,0.06,0.0,0.0,0.0
9940,Paws & Claws: Pet Resort,DS,2008,Simulation,0.22,0.0,0.0,0.02
9941,Paws & Claws: Pet Resort,GBA,2006,Simulation,0.12,0.04,0.0,0.0
9942,Paws & Claws: Pet Resort,Wii,2009,Simulation,0.1,0.0,0.0,0.01
9943,Paws & Claws: Pet Vet,DS,2007,Simulation,0.6,0.0,0.0,0.05
9944,Paws & Claws: Pet Vet,Wii,2009,Simulation,0.09,0.0,0.0,0.01
9945,Paws & Claws: Pet Vet 2,DS,2007,Simulation,0.13,0.0,0.0,0.01
9946,Paws & Claws: Regal Resort,DS,2010,Simulation,0.04,0.0,0.0,0.0
9947,Payday 2,PC,2013,Shooter,0.04,0.0,0.0,0.0
9948,Payday 2,PS3,2013,Shooter,0.21,0.15,0.0,0.08
9949,Payday 2,PS4,2015,Shooter,0.09,0.14,0.0,0.04
9950,Payday 2,X360,2013,Shooter,0.33,0.21,0.0,0.05
9951,Payday 2,XOne,2015,Shooter,0.08,0.07,0.0,0.01
9952,Pe-Jongju to Manabu Kankokugo DS: Test-Hen,DS,2010,Misc,0.0,0.0,0.02,0.0
9953,Peak Performance,PS,1997,Racing,0.02,0.01,0.0,0.0
9954,Pebble Beach Golf Links,SAT,1994,Sports,0.0,0.0,0.02,0.0
9955,Peggle Nights,PC,2008,Puzzle,0.0,0.01,0.0,0.0
9956,Peggle: Dual Shot,DS,2009,Puzzle,0.11,0.0,0.0,0.01
9957,Pen 1 Grand Prix: Penguin no Mondai Special,DS,2009,Fighting,0.0,0.0,0.16,0.0
9958,PenPen TriIceLon,DC,1998,Racing,0.0,0.0,0.06,0.0
9959,Pengo,2600,1983,Adventure,0.38,0.02,0.0,0.0
9960,Penguin no Mondai X: Tenkuu no 7 Senshi,DS,2009,Action,0.0,0.0,0.19,0.0
9961,Penguin no Mondai: Saikyou Penguin Densetsu! A Penguin's Troubles,DS,2008,Adventure,0.0,0.0,0.29,0.0
9962,Penguin no Mondai: The World,DS,2010,Adventure,0.0,0.0,0.1,0.0
9963,Penguins of Madagascar,3DS,2014,Action,0.0,0.06,0.0,0.0
9964,Penguins of Madagascar,Wii,2014,Action,0.0,0.02,0.0,0.0
9965,Penguins of Madagascar,WiiU,2014,Action,0.01,0.02,0.0,0.0
9966,Penny Racers,N64,1998,Racing,0.05,0.01,0.0,0.0
9967,Penny Racers,PS,1996,Racing,0.0,0.0,0.23,0.02
9968,Penny Racers Party: Turbo-Q Speedway,Wii,2008,Racing,0.07,0.0,0.0,0.01
9969,Peppa Pig: Fun and Games,DS,2010,Misc,0.0,0.58,0.0,0.09
9970,Peppa Pig: Fun and Games,Wii,2010,Misc,0.0,0.12,0.0,0.02
9971,Peppa Pig: The Game,DS,2008,Misc,0.0,0.82,0.0,0.06
9972,Peppa Pig: The Game,Wii,2009,Misc,0.0,0.35,0.0,0.03
9973,Peppa Pig: Theme Park Fun,DS,2011,Misc,0.0,0.28,0.0,0.04
9974,Percy Jackson and the Olympians: The Lightning Thief,DS,2010,Role-Playing,0.22,0.01,0.0,0.02
9975,Perfect Dark,N64,2000,Action,1.55,0.75,0.16,0.06
9976,Perfect Dark Zero,X360,2005,Shooter,0.66,0.02,0.03,0.06
9977,Perfect Weapon,PS,1996,Action,0.13,0.09,0.0,0.02
9978,Period Cube: Torikago no Amadeus,PSV,2016,Action,0.0,0.0,0.01,0.0
9979,Persona,PS,1995,Role-Playing,0.0,0.0,0.42,0.03
9980,Persona 2: Eternal Punishment,PS,2000,Role-Playing,0.03,0.02,0.28,0.02
9981,Persona 2: Eternal Punishment,PSP,2012,Role-Playing,0.0,0.0,0.05,0.0
9982,Persona 4: Arena,PS3,2012,Fighting,0.3,0.12,0.24,0.07
9983,Persona 4: Arena,X360,2012,Fighting,0.08,0.02,0.03,0.01
9984,Persona 4: Arena Ultimax,PS3,2014,Fighting,0.0,0.01,0.13,0.0
9985,Persona 4: Arena Ultimax,X360,2014,Fighting,0.06,0.01,0.0,0.01
9986,Persona 4: Dancing All Night,PSV,2015,Misc,0.13,0.1,0.15,0.07
9987,Persona 4: Golden,PSV,2012,Role-Playing,0.46,0.34,0.38,0.21
9988,Persona 5,PS3,2016,Role-Playing,0.0,0.0,0.1,0.0
9989,Persona 5,PS4,2016,Role-Playing,0.0,0.0,0.34,0.0
9990,Persona Q: Shadow of the Labyrinth,3DS,2014,Role-Playing,0.33,0.07,0.27,0.04
9991,Personal Trainer: Cooking,DS,2006,Misc,0.91,1.0,1.03,0.17
9992,Personal Trainer: Math,DS,2007,Puzzle,0.49,1.12,0.0,0.09
9993,Personal Trainer: Walking,DS,2008,Sports,0.22,0.32,0.17,0.07
9994,Pet Alien: An Intergalactic Puzzlepalooza,DS,2007,Action,0.03,0.0,0.0,0.0
9995,Pet Pals: Animal Doctor,Wii,2008,Simulation,0.13,0.0,0.0,0.01
9996,Pet Pals: New Leash on Life,DS,2010,Simulation,0.05,0.0,0.0,0.0
9997,Pet Shop Monogatari DS 2,DS,2010,Simulation,0.0,0.0,0.01,0.0
9998,Pet Vet: Down Under,DS,2009,Simulation,0.04,0.0,0.0,0.0
9999,Pet in TV,PS,1997,Strategy,0.0,0.0,0.38,0.03
10000,Peter Jackson's King Kong: The Official Game of the Movie,DS,2005,Action,0.12,0.0,0.0,0.01
10001,Peter Jackson's King Kong: The Official Game of the Movie,GC,2005,Action,0.19,0.05,0.0,0.01
10002,Peter Jackson's King Kong: The Official Game of the Movie,PS2,2005,Action,0.71,1.02,0.0,0.31
10003,Peter Jackson's King Kong: The Official Game of the Movie,PSP,2005,Action,0.16,0.01,0.0,0.02
10004,Peter Jackson's King Kong: The Official Game of the Movie,X360,2005,Action,0.2,0.03,0.0,0.02
10005,Peter Jackson's King Kong: The Official Game of the Movie,XB,2005,Action,0.34,0.17,0.0,0.02
10006,Peter Jacobsen's Golden Tee Golf,PS,2000,Sports,0.07,0.05,0.0,0.01
10007,Peter Pan in Disney's Return to Never Land,PS,2002,Platform,0.01,0.01,0.0,0.0
10008,Petz Bunnyz,DS,2008,Simulation,0.39,0.01,0.0,0.03
10009,Petz Bunnyz Bunch,DS,2011,Simulation,0.05,0.0,0.0,0.0
10010,Petz Catz Clan,DS,2008,Simulation,0.48,0.04,0.0,0.04
10011,Petz Dogz 2,DS,2007,Simulation,0.47,0.52,0.0,0.12
10012,Petz Dogz 2,PS2,2007,Simulation,0.28,0.21,0.0,0.07
10013,Petz Dogz 2,Wii,2007,Simulation,0.53,0.01,0.0,0.04
10014,Petz Dogz Fashion,DS,2008,Simulation,0.46,0.3,0.0,0.09
10015,Petz Fantasy 3D,3DS,2011,Simulation,0.07,0.0,0.0,0.0
10016,Petz Fantasy: Moonlight Magic,DS,2010,Simulation,0.11,0.0,0.0,0.01
10017,Petz Fantasy: Sunshine Magic,DS,2010,Simulation,0.07,0.0,0.0,0.0
10018,Petz Fashion: Dogz & Catz,DS,2009,Simulation,0.1,0.0,0.0,0.01
10019,Petz Hamsterz Superstarz,DS,2009,Simulation,0.09,0.0,0.0,0.01
10020,Petz Monkeyz House,DS,2008,Simulation,0.2,0.0,0.0,0.02
10021,Petz Nursery,DS,2009,Simulation,0.53,0.0,0.0,0.04
10022,Petz Pony: Beauty Pageant,DS,2009,Simulation,0.18,0.0,0.0,0.01
10023,Petz Puppyz & Kittenz,DS,2011,Misc,0.12,0.0,0.0,0.01
10024,Petz Rescue: Endangered Paradise,DS,2008,Adventure,0.21,0.0,0.0,0.02
10025,Petz Rescue: Ocean Patrol,DS,2008,Adventure,0.35,0.0,0.0,0.03
10026,Petz Rescue: Wildlife Vet,DS,2008,Simulation,0.35,0.0,0.0,0.03
10027,Petz Rescue: Wildlife Vet,Wii,2008,Simulation,0.21,0.0,0.0,0.02
10028,Petz Sports,Wii,2008,Simulation,0.42,0.01,0.0,0.04
10029,Petz Wild Animals: Dolphinz,DS,2007,Simulation,0.71,0.48,0.0,0.13
10030,Petz Wild Animals: Tigerz,DS,2008,Simulation,0.52,0.01,0.0,0.04
10031,Petz: Catz 2,DS,2007,Simulation,0.51,0.4,0.0,0.11
10032,Petz: Catz 2,PS2,2006,Simulation,0.18,0.14,0.0,0.05
10033,Petz: Catz 2,Wii,2007,Simulation,0.41,0.01,0.0,0.03
10034,Petz: Catz Playground,DS,2010,Simulation,0.03,0.0,0.0,0.0
10035,Petz: Crazy Monkeyz,Wii,2008,Simulation,0.23,0.0,0.0,0.02
10036,Petz: Dogz Family,PSP,2009,Simulation,0.05,0.02,0.0,0.01
10037,Petz: Dogz Pack,DS,2008,Simulation,0.56,0.0,0.0,0.05
10038,Petz: Dogz Talent Show,DS,2009,Simulation,0.14,0.0,0.0,0.01
10039,Petz: Dolphinz Encounter,DS,2009,Simulation,0.01,0.01,0.0,0.0
10040,Petz: Hamsterz Bunch,PSP,2009,Simulation,0.06,0.0,0.0,0.01
10041,Petz: Hamsterz Life 2,DS,2007,Misc,0.48,0.0,0.0,0.04
10042,Petz: Hamsterz Life 2,GBA,2007,Misc,0.01,0.0,0.0,0.0
10043,Petz: Horse Club,Wii,2008,Misc,0.2,0.0,0.0,0.02
10044,Petz: Horseshoe Ranch,DS,2009,Adventure,0.16,0.0,0.0,0.01
10045,Petz: Horsez 2,DS,2007,Simulation,0.41,0.0,0.0,0.03
10046,Petz: Horsez 2,PS2,2007,Simulation,0.13,0.1,0.0,0.03
10047,Petz: Horsez 2,Wii,2007,Simulation,0.39,0.0,0.0,0.03
10048,Petz: Saddle Club,PSP,2009,Simulation,0.08,0.0,0.0,0.01
10049,Phantasy Star Collection,GBA,2002,Role-Playing,0.08,0.03,0.0,0.0
10050,Phantasy Star Nova,PSV,2014,Role-Playing,0.0,0.0,0.19,0.0
10051,Phantasy Star Online,DC,2000,Role-Playing,0.0,0.0,0.2,0.0
10052,Phantasy Star Online 2,PSV,2013,Role-Playing,0.0,0.0,0.16,0.0
10053,Phantasy Star Online 2 Episode 4: Deluxe Package,PS4,2017,Role-Playing,0.0,0.0,0.03,0.0
10054,Phantasy Star Online 2 Episode 4: Deluxe Package,PSV,2017,Role-Playing,0.0,0.0,0.01,0.0
10055,Phantasy Star Online 2: Episode 3 Deluxe Package,PSV,2015,Action,0.0,0.0,0.03,0.0
10056,Phantasy Star Online Episode I & II,GC,2002,Role-Playing,0.23,0.06,0.16,0.01
10057,Phantasy Star Online Episode I & II,XB,2003,Role-Playing,0.11,0.03,0.0,0.01
10058,Phantasy Star Online Episode I & II Plus,GC,2003,Role-Playing,0.04,0.01,0.0,0.0
10059,Phantasy Star Online Episode III: C.A.R.D. Revolution,GC,2003,Role-Playing,0.06,0.02,0.0,0.0
10060,Phantasy Star Online Ver. 2,DC,2001,Role-Playing,0.0,0.0,0.19,0.0
